表題：,都道府県・市区町村のすがた（社会・人口統計体系）,,,,,,,,,
公開日：,2025年10月31日,,,,,,,,,
,,,,,,,,,,
NA,欠測値,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
調査年,地域,A1101_総人口【人】,A110101_総人口（男）【人】,A110102_総人口（女）【人】,B1103_可住地面積【ｈａ】,B4101_年平均気温【℃】,B4108_日照時間（年間）【時間】,C1101_県内総生産額（平成17年基準）【百万円】,M380100_交際・付き合いの平均時間（15歳以上）（男）【分】,M380200_交際・付き合いの平均時間（15歳以上）（女）【分】
year,pref,pop,male,female,area,temp,sun,gdp,hour_m,hour_f
1994年度,千葉県,5767000 ,2910000 ,2857000 ,344951 ,16 ,2045 ,NA,NA,NA
1994年度,東京都,11796000 ,5912000 ,5884000 ,137967 ,17 ,2064 ,NA,NA,NA
1994年度,神奈川県,8207000 ,4196000 ,4011000 ,143444 ,16 ,2104 ,NA,NA,NA
1994年度,新潟県,2484000 ,1207000 ,1277000 ,456251 ,15 ,1841 ,NA,NA,NA
1994年度,富山県,1121000 ,540000 ,582000 ,184482 ,15 ,1833 ,NA,NA,NA
1994年度,石川県,1176000 ,568000 ,608000 ,138627 ,15 ,1884 ,NA,NA,NA
1994年度,福井県,825000 ,401000 ,425000 ,105646 ,15 ,1873 ,NA,NA,NA
1994年度,山梨県,877000 ,432000 ,445000 ,94213 ,16 ,2351 ,NA,NA,NA
1994年度,長野県,2184000 ,1064000 ,1119000 ,328577 ,13 ,2202 ,NA,NA,NA
1994年度,岐阜県,2095000 ,1017000 ,1078000 ,207861 ,17 ,2386 ,NA,NA,NA
1994年度,静岡県,3729000 ,1838000 ,1890000 ,270553 ,17 ,2286 ,NA,NA,NA
1994年度,愛知県,6839000 ,3427000 ,3412000 ,290561 ,17 ,2423 ,NA,NA,NA
1994年度,三重県,1833000 ,890000 ,943000 ,198469 ,17 ,2334 ,NA,NA,NA
1994年度,滋賀県,1273000 ,628000 ,646000 ,129002 ,15 ,2086 ,NA,NA,NA
1994年度,京都府,2622000 ,1274000 ,1348000 ,112952 ,17 ,2003 ,NA,NA,NA
1994年度,大阪府,8759000 ,4305000 ,4454000 ,129758 ,18 ,2225 ,NA,NA,NA
1994年度,兵庫県,5469000 ,2647000 ,2823000 ,266909 ,17 ,2217 ,NA,NA,NA
1994年度,奈良県,1420000 ,684000 ,736000 ,83261 ,16 ,2007 ,NA,NA,NA
1994年度,和歌山県,1080000 ,513000 ,566000 ,108806 ,17 ,2326 ,NA,NA,NA
1994年度,鳥取県,614000 ,294000 ,320000 ,88267 ,16 ,1899 ,NA,NA,NA
1994年度,島根県,772000 ,369000 ,403000 ,129434 ,16 ,1988 ,NA,NA,NA
1994年度,岡山県,1945000 ,936000 ,1009000 ,219622 ,17 ,2288 ,NA,NA,NA
1994年度,広島県,2877000 ,1397000 ,1479000 ,221408 ,17 ,2238 ,NA,NA,NA
1994年度,山口県,1559000 ,738000 ,821000 ,170353 ,16 ,2244 ,NA,NA,NA
1994年度,徳島県,830000 ,395000 ,436000 ,100369 ,17 ,2387 ,NA,NA,NA
1994年度,香川県,1026000 ,493000 ,533000 ,98130 ,17 ,2288 ,NA,NA,NA
1994年度,愛媛県,1508000 ,713000 ,795000 ,166024 ,17 ,2252 ,NA,NA,NA
1994年度,高知県,817000 ,384000 ,432000 ,116105 ,18 ,2387 ,NA,NA,NA
1994年度,福岡県,4909000 ,2346000 ,2563000 ,273069 ,18 ,2178 ,NA,NA,NA
1994年度,佐賀県,883000 ,418000 ,465000 ,135465 ,17 ,2221 ,NA,NA,NA
1994年度,長崎県,1549000 ,729000 ,820000 ,163845 ,18 ,2131 ,NA,NA,NA
1994年度,熊本県,1855000 ,878000 ,978000 ,266571 ,17 ,2226 ,NA,NA,NA
1994年度,大分県,1232000 ,582000 ,650000 ,177015 ,17 ,2258 ,NA,NA,NA
1994年度,宮崎県,1174000 ,555000 ,619000 ,182814 ,18 ,2299 ,NA,NA,NA
1994年度,鹿児島県,1791000 ,839000 ,951000 ,329537 ,19 ,2179 ,NA,NA,NA
1994年度,沖縄県,1262000 ,619000 ,643000 ,111165 ,23 ,1822 ,NA,NA,NA
1993年度,北海道,5669000 ,2728000 ,2941000 ,2175787 ,9 ,1576 ,NA,NA,NA
1993年度,青森県,1476000 ,701000 ,776000 ,315799 ,10 ,1531 ,NA,NA,NA
1993年度,岩手県,1417000 ,681000 ,736000 ,365906 ,10 ,1488 ,NA,NA,NA
1993年度,宮城県,2299000 ,1130000 ,1169000 ,308535 ,12 ,1589 ,NA,NA,NA
1993年度,秋田県,1217000 ,579000 ,638000 ,314387 ,11 ,1435 ,NA,NA,NA
1993年度,山形県,1256000 ,606000 ,650000 ,285767 ,11 ,1399 ,NA,NA,NA
1993年度,福島県,2123000 ,1036000 ,1088000 ,412685 ,12 ,1528 ,NA,NA,NA
1993年度,茨城県,2920000 ,1459000 ,1461000 ,391364 ,13 ,1651 ,NA,NA,NA
1993年度,栃木県,1969000 ,980000 ,988000 ,288635 ,13 ,1691 ,NA,NA,NA
1993年度,群馬県,1990000 ,983000 ,1007000 ,225746 ,14 ,1919 ,NA,NA,NA
1993年度,埼玉県,6640000 ,3365000 ,3275000 ,253987 ,14 ,1774 ,NA,NA,NA
1993年度,千葉県,5731000 ,2894000 ,2836000 ,344943 ,15 ,1742 ,NA,NA,NA
1993年度,東京都,11849000 ,5948000 ,5901000 ,137967 ,16 ,1712 ,NA,NA,NA
1993年度,神奈川県,8166000 ,4183000 ,3983000 ,143442 ,15 ,1761 ,NA,NA,NA
1993年度,新潟県,2479000 ,1204000 ,1275000 ,456250 ,13 ,1379 ,NA,NA,NA
1993年度,富山県,1121000 ,540000 ,581000 ,184450 ,13 ,1389 ,NA,NA,NA
1993年度,石川県,1173000 ,567000 ,606000 ,138621 ,14 ,1357 ,NA,NA,NA
1993年度,福井県,824000 ,400000 ,424000 ,105646 ,14 ,1337 ,NA,NA,NA
1993年度,山梨県,871000 ,429000 ,442000 ,94213 ,14 ,1983 ,NA,NA,NA
1993年度,長野県,2175000 ,1059000 ,1116000 ,328577 ,11 ,1767 ,NA,NA,NA
1993年度,岐阜県,2089000 ,1014000 ,1075000 ,207861 ,15 ,1870 ,NA,NA,NA
1993年度,静岡県,3716000 ,1833000 ,1883000 ,270552 ,16 ,1958 ,NA,NA,NA
1993年度,愛知県,6810000 ,3415000 ,3395000 ,290329 ,15 ,1935 ,NA,NA,NA
1993年度,三重県,1823000 ,885000 ,938000 ,198469 ,15 ,1837 ,NA,NA,NA
1993年度,滋賀県,1261000 ,621000 ,640000 ,128995 ,14 ,1525 ,NA,NA,NA
1993年度,京都府,2618000 ,1273000 ,1345000 ,112952 ,15 ,1520 ,NA,NA,NA
1993年度,大阪府,8762000 ,4311000 ,4451000 ,129674 ,16 ,1642 ,NA,NA,NA
1993年度,兵庫県,5457000 ,2642000 ,2814000 ,266899 ,16 ,1697 ,NA,NA,NA
1993年度,奈良県,1412000 ,681000 ,731000 ,83261 ,14 ,1501 ,NA,NA,NA
1993年度,和歌山県,1077000 ,512000 ,566000 ,108804 ,16 ,NA,NA,NA,NA
1993年度,鳥取県,614000 ,294000 ,320000 ,88240 ,14 ,1324 ,NA,NA,NA
1993年度,島根県,773000 ,369000 ,403000 ,129432 ,14 ,1369 ,NA,NA,NA
1993年度,岡山県,1940000 ,934000 ,1007000 ,219615 ,15 ,1675 ,NA,NA,NA
1993年度,広島県,2873000 ,1396000 ,1477000 ,221390 ,16 ,1699 ,NA,NA,NA
1993年度,山口県,1561000 ,739000 ,822000 ,170328 ,15 ,1588 ,NA,NA,NA
1993年度,徳島県,831000 ,395000 ,436000 ,100368 ,16 ,1813 ,NA,NA,NA
1993年度,香川県,1025000 ,492000 ,532000 ,98127 ,16 ,1712 ,NA,NA,NA
1993年度,愛媛県,1508000 ,713000 ,795000 ,166001 ,16 ,1727 ,NA,NA,NA
1993年度,高知県,817000 ,385000 ,433000 ,116103 ,16 ,1933 ,NA,NA,NA
1993年度,福岡県,4885000 ,2336000 ,2549000 ,273058 ,16 ,1652 ,NA,NA,NA
1993年度,佐賀県,880000 ,416000 ,464000 ,135463 ,16 ,1666 ,NA,NA,NA
1993年度,長崎県,1550000 ,730000 ,820000 ,163793 ,17 ,1598 ,NA,NA,NA
1993年度,熊本県,1850000 ,875000 ,975000 ,266557 ,16 ,1722 ,NA,NA,NA
1993年度,大分県,1231000 ,581000 ,650000 ,177014 ,16 ,1757 ,NA,NA,NA
1993年度,宮崎県,1171000 ,553000 ,618000 ,182810 ,17 ,1956 ,NA,NA,NA
1993年度,鹿児島県,1788000 ,838000 ,951000 ,329535 ,18 ,1768 ,NA,NA,NA
1993年度,沖縄県,1250000 ,613000 ,637000 ,111143 ,23 ,1851 ,NA,NA,NA
1992年度,北海道,5661000 ,2726000 ,2935000 ,2175733 ,9 ,1601 ,NA,NA,NA
1992年度,青森県,1476000 ,701000 ,776000 ,315784 ,11 ,1594 ,NA,NA,NA
1992年度,岩手県,1416000 ,680000 ,736000 ,365903 ,10 ,1617 ,NA,NA,NA
1992年度,宮城県,2283000 ,1122000 ,1161000 ,308533 ,12 ,1744 ,NA,NA,NA
1992年度,秋田県,1220000 ,581000 ,639000 ,314387 ,12 ,1561 ,NA,NA,NA
1992年度,山形県,1257000 ,606000 ,650000 ,285766 ,12 ,1573 ,NA,NA,NA
1992年度,福島県,2116000 ,1032000 ,1084000 ,412674 ,13 ,1707 ,NA,NA,NA
1992年度,茨城県,2898000 ,1447000 ,1451000 ,391348 ,14 ,1829 ,NA,NA,NA
1992年度,栃木県,1959000 ,976000 ,983000 ,288635 ,14 ,1889 ,NA,NA,NA
1992年度,群馬県,1984000 ,980000 ,1004000 ,225746 ,14 ,2083 ,NA,NA,NA
1992年度,埼玉県,6567000 ,3329000 ,3238000 ,253987 ,15 ,1932 ,NA,NA,NA
1992年度,千葉県,5679000 ,2868000 ,2812000 ,344937 ,16 ,1847 ,NA,NA,NA
1992年度,東京都,11887000 ,5976000 ,5910000 ,137650 ,16 ,1823 ,NA,NA,NA
1992年度,神奈川県,8116000 ,4164000 ,3952000 ,143398 ,16 ,1874 ,NA,NA,NA
1992年度,新潟県,2476000 ,1202000 ,1275000 ,456244 ,14 ,1619 ,NA,NA,NA
1992年度,富山県,1120000 ,539000 ,581000 ,184449 ,14 ,1586 ,NA,NA,NA
1992年度,石川県,1171000 ,565000 ,605000 ,138611 ,15 ,1637 ,NA,NA,NA
1992年度,福井県,823000 ,400000 ,423000 ,105633 ,15 ,1573 ,NA,NA,NA
1992年度,山梨県,865000 ,426000 ,439000 ,94213 ,15 ,2136 ,NA,NA,NA
1992年度,長野県,2169000 ,1056000 ,1113000 ,328555 ,12 ,1933 ,NA,NA,NA
1992年度,岐阜県,2082000 ,1011000 ,1071000 ,207833 ,16 ,2079 ,NA,NA,NA
1992年度,静岡県,3704000 ,1827000 ,1878000 ,270551 ,16 ,2058 ,NA,NA,NA
1992年度,愛知県,6776000 ,3399000 ,3377000 ,290370 ,16 ,2138 ,NA,NA,NA
1992年度,三重県,1814000 ,880000 ,933000 ,198468 ,16 ,2047 ,NA,NA,NA
1992年度,滋賀県,1248000 ,615000 ,633000 ,128995 ,15 ,1767 ,NA,NA,NA
1992年度,京都府,2615000 ,1273000 ,1343000 ,112950 ,16 ,1741 ,NA,NA,NA
1992年度,大阪府,8761000 ,4315000 ,4446000 ,129620 ,17 ,1846 ,NA,NA,NA
1992年度,兵庫県,5443000 ,2637000 ,2806000 ,266826 ,16 ,1888 ,NA,NA,NA
1992年度,奈良県,1400000 ,676000 ,725000 ,83261 ,15 ,1733 ,NA,NA,NA
1992年度,和歌山県,1076000 ,512000 ,565000 ,108716 ,17 ,1961 ,NA,NA,NA
1992年度,鳥取県,615000 ,294000 ,320000 ,88240 ,15 ,1625 ,NA,NA,NA
1992年度,島根県,775000 ,371000 ,405000 ,129427 ,15 ,1689 ,NA,NA,NA
1992年度,岡山県,1935000 ,931000 ,1004000 ,219646 ,16 ,1899 ,NA,NA,NA
1992年度,広島県,2867000 ,1393000 ,1474000 ,221338 ,16 ,1879 ,NA,NA,NA
1992年度,山口県,1565000 ,740000 ,824000 ,170294 ,15 ,1747 ,NA,NA,NA
1992年度,徳島県,830000 ,395000 ,436000 ,100269 ,17 ,1949 ,NA,NA,NA
1992年度,香川県,1024000 ,492000 ,532000 ,98124 ,16 ,1858 ,NA,NA,NA
1992年度,愛媛県,1511000 ,714000 ,796000 ,165985 ,16 ,1830 ,NA,NA,NA
1992年度,高知県,819000 ,385000 ,433000 ,116101 ,17 ,2077 ,NA,NA,NA
1992年度,福岡県,4859000 ,2324000 ,2535000 ,272980 ,17 ,1802 ,NA,NA,NA
1992年度,佐賀県,879000 ,415000 ,464000 ,135462 ,17 ,1917 ,NA,NA,NA
1992年度,長崎県,1552000 ,730000 ,821000 ,163733 ,17 ,1846 ,NA,NA,NA
1992年度,熊本県,1846000 ,872000 ,974000 ,266551 ,17 ,1907 ,NA,NA,NA
1992年度,大分県,1233000 ,582000 ,651000 ,176940 ,16 ,1853 ,NA,NA,NA
1992年度,宮崎県,1167000 ,551000 ,616000 ,182807 ,18 ,1985 ,NA,NA,NA
1992年度,鹿児島県,1789000 ,838000 ,951000 ,329494 ,18 ,1876 ,NA,NA,NA
1992年度,沖縄県,1239000 ,607000 ,632000 ,111146 ,23 ,1651 ,NA,NA,NA
1991年度,北海道,5650000 ,2723000 ,2927000 ,2175882 ,10 ,1741 ,NA,30 ,30 
1991年度,青森県,1479000 ,702000 ,777000 ,315766 ,11 ,1621 ,NA,26 ,20 
1991年度,岩手県,1416000 ,680000 ,736000 ,365863 ,11 ,1605 ,NA,25 ,21 
1991年度,宮城県,2267000 ,1114000 ,1153000 ,308525 ,13 ,1644 ,NA,31 ,31 
1991年度,秋田県,1223000 ,582000 ,641000 ,314385 ,12 ,1472 ,NA,24 ,21 
1991年度,山形県,1257000 ,607000 ,651000 ,285766 ,12 ,1499 ,NA,34 ,34 
1991年度,福島県,2109000 ,1028000 ,1081000 ,412674 ,13 ,1600 ,NA,30 ,26 
1991年度,茨城県,2871000 ,1433000 ,1438000 ,391350 ,14 ,1792 ,NA,33 ,26 
1991年度,栃木県,1948000 ,970000 ,978000 ,288635 ,14 ,1769 ,NA,28 ,22 
1991年度,群馬県,1974000 ,976000 ,999000 ,225746 ,15 ,1912 ,NA,31 ,25 
1991年度,埼玉県,6486000 ,3288000 ,3198000 ,253987 ,15 ,1830 ,NA,34 ,31 
1991年度,千葉県,5617000 ,2835000 ,2783000 ,344935 ,16 ,1745 ,NA,34 ,28 
1991年度,東京都,11894000 ,5988000 ,5905000 ,137650 ,16 ,1733 ,NA,37 ,33 
1991年度,神奈川県,8050000 ,4133000 ,3917000 ,143378 ,16 ,1759 ,NA,35 ,29 
1991年度,新潟県,2475000 ,1201000 ,1274000 ,456240 ,14 ,1549 ,NA,31 ,27 
1991年度,富山県,1121000 ,539000 ,582000 ,184444 ,14 ,1354 ,NA,30 ,24 
1991年度,石川県,1167000 ,564000 ,603000 ,138607 ,15 ,1341 ,NA,28 ,23 
1991年度,福井県,823000 ,400000 ,423000 ,105603 ,15 ,1315 ,NA,30 ,21 
1991年度,山梨県,860000 ,423000 ,437000 ,94213 ,15 ,1954 ,NA,37 ,31 
1991年度,長野県,2162000 ,1051000 ,1110000 ,328555 ,12 ,1766 ,NA,31 ,25 
1991年度,岐阜県,2073000 ,1007000 ,1067000 ,207833 ,16 ,1915 ,NA,28 ,24 
1991年度,静岡県,3687000 ,1818000 ,1869000 ,270550 ,17 ,1953 ,NA,29 ,24 
1991年度,愛知県,6729000 ,3374000 ,3355000 ,286671 ,16 ,1948 ,NA,31 ,29 
1991年度,三重県,1803000 ,875000 ,928000 ,198475 ,16 ,1877 ,NA,23 ,21 
1991年度,滋賀県,1235000 ,608000 ,627000 ,128973 ,15 ,1547 ,NA,25 ,24 
1991年度,京都府,2608000 ,1270000 ,1338000 ,112948 ,16 ,1619 ,NA,28 ,26 
1991年度,大阪府,8750000 ,4313000 ,4437000 ,129244 ,17 ,1732 ,NA,31 ,27 
1991年度,兵庫県,5426000 ,2629000 ,2796000 ,266703 ,16 ,1776 ,NA,28 ,27 
1991年度,奈良県,1388000 ,670000 ,718000 ,83261 ,15 ,1590 ,NA,32 ,28 
1991年度,和歌山県,1076000 ,511000 ,564000 ,108669 ,17 ,1807 ,NA,29 ,22 
1991年度,鳥取県,615000 ,295000 ,321000 ,88110 ,15 ,1411 ,NA,30 ,25 
1991年度,島根県,778000 ,372000 ,406000 ,129303 ,15 ,1417 ,NA,25 ,24 
1991年度,岡山県,1930000 ,929000 ,1002000 ,219646 ,16 ,1756 ,NA,24 ,19 
1991年度,広島県,2859000 ,1388000 ,1470000 ,221318 ,16 ,1741 ,NA,23 ,20 
1991年度,山口県,1569000 ,743000 ,826000 ,170278 ,15 ,1641 ,NA,23 ,23 
1991年度,徳島県,831000 ,395000 ,436000 ,100267 ,17 ,1799 ,NA,26 ,23 
1991年度,香川県,1023000 ,491000 ,532000 ,98113 ,16 ,1754 ,NA,25 ,20 
1991年度,愛媛県,1513000 ,716000 ,797000 ,165973 ,17 ,1764 ,NA,29 ,26 
1991年度,高知県,822000 ,387000 ,435000 ,116097 ,17 ,1963 ,NA,35 ,26 
1991年度,福岡県,4834000 ,2313000 ,2521000 ,272959 ,17 ,1648 ,NA,30 ,26 
1991年度,佐賀県,878000 ,414000 ,463000 ,135450 ,17 ,1761 ,NA,28 ,24 
1991年度,長崎県,1557000 ,733000 ,823000 ,163699 ,17 ,1632 ,NA,24 ,22 
1991年度,熊本県,1844000 ,871000 ,973000 ,266507 ,17 ,1758 ,NA,28 ,24 
1991年度,大分県,1235000 ,583000 ,652000 ,176927 ,16 ,1737 ,NA,29 ,29 
1991年度,宮崎県,1167000 ,551000 ,617000 ,182781 ,18 ,1838 ,NA,25 ,25 
1991年度,鹿児島県,1793000 ,840000 ,953000 ,329425 ,18 ,1725 ,NA,28 ,21 
1991年度,沖縄県,1230000 ,603000 ,627000 ,111106 ,23 ,1884 ,NA,45 ,31 
1990年度,北海道,5643647 ,2722988 ,2920659 ,2175790 ,10 ,1869 ,NA,NA,NA
1990年度,青森県,1482873 ,704758 ,778115 ,315739 ,12 ,1757 ,NA,NA,NA
1990年度,岩手県,1416928 ,680197 ,736731 ,365826 ,11 ,1696 ,NA,NA,NA
1990年度,宮城県,2248558 ,1105103 ,1143455 ,308519 ,14 ,1745 ,NA,NA,NA
1990年度,秋田県,1227478 ,584678 ,642800 ,314385 ,13 ,1660 ,NA,NA,NA
1990年度,山形県,1258390 ,607041 ,651349 ,285762 ,13 ,1604 ,NA,NA,NA
1990年度,福島県,2104058 ,1024354 ,1079704 ,412664 ,14 ,1745 ,NA,NA,NA
1990年度,茨城県,2845382 ,1419117 ,1426265 ,391350 ,15 ,1939 ,NA,NA,NA
1990年度,栃木県,1935168 ,962571 ,972597 ,288635 ,15 ,1924 ,NA,NA,NA
1990年度,群馬県,1966265 ,971704 ,994561 ,225746 ,15 ,2156 ,NA,NA,NA
1990年度,埼玉県,6405319 ,3245868 ,3159451 ,253988 ,16 ,2078 ,NA,NA,NA
1990年度,千葉県,5555429 ,2802774 ,2752655 ,344934 ,17 ,1960 ,NA,NA,NA
1990年度,東京都,11855563 ,5969773 ,5885790 ,137648 ,17 ,1941 ,NA,NA,NA
1990年度,神奈川県,7980391 ,4098147 ,3882244 ,143328 ,17 ,2000 ,NA,NA,NA
1990年度,新潟県,2474583 ,1200376 ,1274207 ,456239 ,15 ,1683 ,NA,NA,NA
1990年度,富山県,1120161 ,538640 ,581521 ,184444 ,15 ,1715 ,NA,NA,NA
1990年度,石川県,1164628 ,562684 ,601944 ,138603 ,16 ,1696 ,NA,NA,NA
1990年度,福井県,823585 ,400391 ,423194 ,105566 ,15 ,1757 ,NA,NA,NA
1990年度,山梨県,852966 ,418701 ,434265 ,94213 ,15 ,2231 ,NA,NA,NA
1990年度,長野県,2156627 ,1048109 ,1108518 ,328555 ,13 ,2006 ,NA,NA,NA
1990年度,岐阜県,2066569 ,1003933 ,1062636 ,207831 ,17 ,2158 ,NA,NA,NA
1990年度,静岡県,3670840 ,1808951 ,1861889 ,270546 ,17 ,2083 ,NA,NA,NA
1990年度,愛知県,6690603 ,3354827 ,3335776 ,290322 ,17 ,2181 ,NA,NA,NA
1990年度,三重県,1792514 ,869515 ,922999 ,198465 ,17 ,2094 ,NA,NA,NA
1990年度,滋賀県,1222411 ,601082 ,621329 ,128973 ,15 ,1827 ,NA,NA,NA
1990年度,京都府,2602460 ,1267620 ,1334840 ,112931 ,17 ,1774 ,NA,NA,NA
1990年度,大阪府,8734516 ,4308184 ,4426332 ,128979 ,17 ,1995 ,NA,NA,NA
1990年度,兵庫県,5405040 ,2619692 ,2785348 ,266586 ,17 ,1997 ,NA,NA,NA
1990年度,奈良県,1375481 ,663591 ,711890 ,83262 ,16 ,1830 ,NA,NA,NA
1990年度,和歌山県,1074325 ,510777 ,563548 ,108665 ,17 ,2139 ,NA,NA,NA
1990年度,鳥取県,615722 ,294899 ,320823 ,88095 ,16 ,1751 ,NA,NA,NA
1990年度,島根県,781021 ,373618 ,407403 ,129292 ,16 ,1780 ,NA,NA,NA
1990年度,岡山県,1925877 ,926721 ,999156 ,219646 ,17 ,2043 ,NA,NA,NA
1990年度,広島県,2849847 ,1385297 ,1464550 ,221310 ,17 ,2113 ,NA,NA,NA
1990年度,山口県,1572616 ,744844 ,827772 ,170268 ,16 ,1938 ,NA,NA,NA
1990年度,徳島県,831598 ,395906 ,435692 ,100267 ,17 ,2169 ,NA,NA,NA
1990年度,香川県,1023412 ,491621 ,531791 ,98106 ,17 ,2137 ,NA,NA,NA
1990年度,愛媛県,1515025 ,716940 ,798085 ,165922 ,17 ,2103 ,NA,NA,NA
1990年度,高知県,825034 ,389063 ,435971 ,116090 ,17 ,2265 ,NA,NA,NA
1990年度,福岡県,4811050 ,2303487 ,2507563 ,272941 ,18 ,1986 ,NA,NA,NA
1990年度,佐賀県,877851 ,414673 ,463178 ,135446 ,17 ,2053 ,NA,NA,NA
1990年度,長崎県,1562959 ,736729 ,826230 ,163680 ,18 ,1967 ,NA,NA,NA
1990年度,熊本県,1840326 ,869441 ,970885 ,266444 ,18 ,2083 ,NA,NA,NA
1990年度,大分県,1236942 ,584672 ,652270 ,176893 ,17 ,2120 ,NA,NA,NA
1990年度,宮崎県,1168907 ,551524 ,617383 ,182770 ,18 ,2228 ,NA,NA,NA
1990年度,鹿児島県,1797824 ,842474 ,955350 ,329282 ,19 ,2035 ,NA,NA,NA
1990年度,沖縄県,1222398 ,598669 ,623729 ,111023 ,23 ,1757 ,NA,NA,NA
1989年度,北海道,5649000 ,2730000 ,2919000 ,2176150 ,9 ,1814 ,NA,NA,NA
1989年度,青森県,1492000 ,711000 ,782000 ,292966 ,11 ,1614 ,NA,NA,NA
1989年度,岩手県,1419000 ,682000 ,737000 ,360914 ,11 ,1712 ,NA,NA,NA
1989年度,宮城県,2236000 ,1100000 ,1136000 ,306028 ,13 ,1683 ,NA,NA,NA
1989年度,秋田県,1232000 ,587000 ,645000 ,311375 ,12 ,1619 ,NA,NA,NA
1989年度,山形県,1260000 ,608000 ,652000 ,286048 ,12 ,1563 ,NA,NA,NA
1989年度,福島県,2100000 ,1022000 ,1078000 ,407756 ,13 ,1687 ,NA,NA,NA
1989年度,茨城県,2822000 ,1408000 ,1415000 ,382261 ,14 ,1866 ,NA,NA,NA
1989年度,栃木県,1921000 ,954000 ,967000 ,283664 ,14 ,1794 ,NA,NA,NA
1989年度,群馬県,1959000 ,967000 ,991000 ,222403 ,15 ,1953 ,NA,NA,NA
1989年度,埼玉県,6308000 ,3194000 ,3113000 ,253248 ,15 ,1890 ,NA,NA,NA
1989年度,千葉県,5487000 ,2766000 ,2720000 ,341079 ,16 ,1826 ,NA,NA,NA
1989年度,東京都,11863000 ,5979000 ,5885000 ,136795 ,16 ,1833 ,NA,NA,NA
1989年度,神奈川県,7891000 ,4051000 ,3840000 ,142978 ,16 ,1911 ,NA,NA,NA
1989年度,新潟県,2476000 ,1202000 ,1275000 ,456470 ,14 ,1612 ,NA,NA,NA
1989年度,富山県,1121000 ,539000 ,581000 ,183296 ,14 ,1577 ,NA,NA,NA
1989年度,石川県,1163000 ,562000 ,601000 ,137865 ,15 ,1594 ,NA,NA,NA
1989年度,福井県,823000 ,400000 ,423000 ,103184 ,15 ,1669 ,NA,NA,NA
1989年度,山梨県,849000 ,416000 ,432000 ,91987 ,15 ,2065 ,NA,NA,NA
1989年度,長野県,2153000 ,1046000 ,1107000 ,328122 ,12 ,1851 ,NA,NA,NA
1989年度,岐阜県,2058000 ,1000000 ,1058000 ,204013 ,16 ,2084 ,NA,NA,NA
1989年度,静岡県,3657000 ,1801000 ,1855000 ,269171 ,17 ,2062 ,NA,NA,NA
1989年度,愛知県,6649000 ,3332000 ,3317000 ,288217 ,16 ,2151 ,NA,NA,NA
1989年度,三重県,1782000 ,864000 ,918000 ,195850 ,16 ,2054 ,NA,NA,NA
1989年度,滋賀県,1206000 ,593000 ,613000 ,128751 ,15 ,1770 ,NA,NA,NA
1989年度,京都府,2604000 ,1270000 ,1335000 ,113601 ,16 ,1719 ,NA,NA,NA
1989年度,大阪府,8744000 ,4316000 ,4428000 ,128785 ,17 ,1943 ,NA,NA,NA
1989年度,兵庫県,5372000 ,2605000 ,2767000 ,264794 ,16 ,1963 ,NA,NA,NA
1989年度,奈良県,1363000 ,658000 ,705000 ,82465 ,15 ,1789 ,NA,NA,NA
1989年度,和歌山県,1074000 ,511000 ,563000 ,109471 ,17 ,2051 ,NA,NA,NA
1989年度,鳥取県,616000 ,295000 ,321000 ,89264 ,15 ,1589 ,NA,NA,NA
1989年度,島根県,785000 ,376000 ,409000 ,124400 ,15 ,1661 ,NA,NA,NA
1989年度,岡山県,1925000 ,927000 ,998000 ,219753 ,16 ,1974 ,NA,NA,NA
1989年度,広島県,2843000 ,1382000 ,1460000 ,224629 ,16 ,2080 ,NA,NA,NA
1989年度,山口県,1581000 ,750000 ,831000 ,172752 ,15 ,1937 ,NA,NA,NA
1989年度,徳島県,833000 ,397000 ,436000 ,101225 ,17 ,2060 ,NA,NA,NA
1989年度,香川県,1023000 ,492000 ,531000 ,97729 ,16 ,2009 ,NA,NA,NA
1989年度,愛媛県,1519000 ,720000 ,799000 ,163191 ,16 ,2043 ,NA,NA,NA
1989年度,高知県,830000 ,392000 ,438000 ,116828 ,17 ,2137 ,NA,NA,NA
1989年度,福岡県,4793000 ,2297000 ,2496000 ,269457 ,17 ,1880 ,NA,NA,NA
1989年度,佐賀県,879000 ,415000 ,464000 ,136961 ,17 ,1986 ,NA,NA,NA
1989年度,長崎県,1570000 ,741000 ,829000 ,166897 ,17 ,1893 ,NA,NA,NA
1989年度,熊本県,1841000 ,871000 ,970000 ,268446 ,17 ,2019 ,NA,NA,NA
1989年度,大分県,1240000 ,586000 ,654000 ,177341 ,16 ,1990 ,NA,NA,NA
1989年度,宮崎県,1172000 ,554000 ,618000 ,183200 ,18 ,2058 ,NA,NA,NA
1989年度,鹿児島県,1805000 ,847000 ,959000 ,328059 ,18 ,1952 ,NA,NA,NA
1989年度,沖縄県,1215000 ,596000 ,620000 ,106129 ,23 ,1759 ,NA,NA,NA
1988年度,北海道,5656000 ,2737000 ,2918000 ,2175795 ,8 ,1814 ,NA,NA,NA
1988年度,青森県,1502000 ,717000 ,785000 ,315608 ,10 ,1543 ,NA,NA,NA
1988年度,岩手県,1424000 ,685000 ,739000 ,365799 ,10 ,1516 ,NA,NA,NA
1988年度,宮城県,2221000 ,1093000 ,1128000 ,308512 ,12 ,1605 ,NA,NA,NA
